TAZID,OBJECTID,DISTRICT,SCHOOL,LEANUM,SCHOOLNUM,SCHOOLTYPE,EDTYPE,GRADELOW,GRADEHIGH,ADDRESS,CITY_2,ZIP,PHONE,WEB,ENROLL_FT,ENROLL_PT,ENROLL_TOT,Per_FT,Per_PT,data_source
1279,,,,,,,,,,,,,,,,,,,,
1280,563,GRANITE,JEAN MASSIEU SCHOOL FOR THE DEAF,41,421,,Special Education,PK,12,1655 E 3300 S,SALT LAKE CITY,84106,8013021900,,,,,,,
1281,,,,,,,,,,,,,,,,,,,,
1282,,,,,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,,,,,
1284,187,GRANITE,ROSECREST SCHOOL,12,190,,Regular Education,K,6,2420 FISHER LN,SALT LAKE CITY,84109,3856465002,http://www.graniteschools.org/el/rosecrest/,,,,,,
1285,,,,,,,,,,,,,,,,,,,,
1286,676,GRANITE,CANYON RIM ACADEMY,9D,100,Charter School,Regular Education,K,6,3005 S 2900 E,SALT LAKE CITY,84109,8014742066,http://www.canyonrimacademy.org,,,,,,
1287,137,GRANITE,EASTWOOD SCHOOL,12,124,,Regular Education,K,6,3305 WASATCH BLVD,SALT LAKE CITY,84109,3856464816,http://www.graniteschools.org/el/eastwood/,,,,,,
1288,,,,,,,,,,,,,,,,,,,,
1289,191,GRANITE,CHURCHILL JR HIGH,12,410,,Regular Education,7,9,3450 E 4275 S,SALT LAKE CITY,84124,3856465144,http://www.graniteschools.org/jr/churchill/,,,,,,
1289,160,GRANITE,OAKRIDGE SCHOOL,12,170,,Regular Education,K,6,4325 S JUPITER DR,SALT LAKE CITY,84124,3856464936,http://www.graniteschools.org/el/oakridge/,,,,,,
1290,,,,,,,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,,,,,
1292,149,GRANITE,MILL CREEK SCHOOL,12,160,,Regular Education,PK,6,3761 S 1100 E,SALT LAKE CITY,84106,3856464912,http://millcreekelementary.weebly.com/,,,,,,
1293,,,,,,,,,,,,,,,,,,,,
1294,180,GRANITE,WILLIAM PENN SCHOOL,12,212,,Regular Education,K,6,1670 SIGGARD DR,SALT LAKE CITY,84106,3856464960,http://www.graniteschools.org/el/penn/,,,,,,
1295,,,,,,,,,,,,,,,,,,,,
1296,195,GRANITE,EVERGREEN JR HIGH,12,412,,Regular Education,7,9,3401 S 2000 E,SALT LAKE CITY,84109,3856465164,http://www.graniteschools.org/jr/evergreen/,,,,,,
1297,,,,,,,,,,,,,,,,,,,,
1298,,,,,,,,,,,,,,,,,,,,
1299,220,GRANITE,REID SCHOOL,FX,918,Private School,Regular Education,PK,9,2965 E 3435 S,SALT LAKE CITY,84109,8014664214,,,,,,,
1300,,,,,,,,,,,,,,,,,,,,
1301,237,GRANITE,WASATCH JR HIGH,12,432,,Regular Education,7,9,3750 S 3100 E,SALT LAKE CITY,84109,3856465244,http://www.graniteschools.org/jr/wasatch/,,,,,,
1301,210,GRANITE,UPLAND TERRACE SCHOOL,12,195,,Regular Education,K,6,3700 S 2860 E,SALT LAKE CITY,84109,3856465055,http://www.graniteschools.org/el/uplandterrace/,,,,,,
1301,922,GRANITE,SKYLINE HIGH,12,718,,Regular Education,9,12,3251 E 3760 S,SALT LAKE CITY,84109,3856465420,http://www.graniteschools.org/hs/skyline/,,,,,,
1302,1188,GRANITE,WESTERN GOVERNORS UNIVERSITY,,,Regional Campus,Higher Education,,,4001 S 700 E # 700,SALT LAKE CITY,84107,8774357948,,"121,437",0,"121,437",1,0,https://nces.ed.gov/collegenavigator/?q=WESTERN+GOVERNORS+UNIVERSITY&s=all&id=433387#enrolmt
1303,,,,,,,,,,,,,,,,,,,,
1304,,,,,,,,,,,,,,,,,,,,
1305,63,GRANITE,LEARNING TREE EAST,TS,901,Private School,Regular Education,PK,,4540 S 900 E,SALT LAKE CITY,84117,8012663590,www.learningtreeutah.com,,,,,,
1306,,,,,,,,,,,,,,,,,,,,
1307,,,,,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,,,,,
1309,,,,,,,,,,,,,,,,,,,,
1310,,,,,,,,,,,,,,,,,,,,
1311,,,,,,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,,,,,
1313,1069,GRANITE,CRESTVIEW SCHOOL,12,114,,Regular Education,PK,6,2100 E LINCOLN LN,SALT LAKE CITY,84124,3856464804,http://www.graniteschools.org/el/crestview/,,,,,,
1314,921,GRANITE,OLYMPUS HIGH,12,716,,Regular Education,10,12,4055 S 2300 E,SALT LAKE CITY,84124,3856465400,http://olympushigh.wikispaces.com/,,,,,,
1315,,,,,,,,,,,,,,,,,,,,
1316,,,,,,,,,,,,,,,,,,,,
1317,917,GRANITE,HOWARD R DRIGGS SCHOOL,12,137,,Regular Education,K,6,4340 S 2700 E,SALT LAKE CITY,84124,3856464810,http://www.graniteschools.org/el/driggs/,,,,,,
1318,155,GRANITE,MORNINGSIDE SCHOOL,12,168,,Regular Education,K,6,4170 S 3000 E,SALT LAKE CITY,84124,3856464924,http://www.graniteschools.org/el/morningside/,,,,,,
1319,,,,,,,,,,,,,,,,,,,,
1320,,,,,,,,,,,,,,,,,,,,
1321,915,GRANITE,OLYMPUS JR HIGH,12,424,,Regular Education,7,9,2217 E 4800 S,SALT LAKE CITY,84117,3856465224,http://www.graniteschools.org/jr/olympus/,,,,,,
1322,,,,,,,,,,,,,,,,,,,,
1323,,,,,,,,,,,,,,,,,,,,
1324,,,,,,,,,,,,,,,,,,,,
1325,,,,,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,,,,,,,,,
1327,,,,,,,,,,,,,,,,,,,,
1328,,,,,,,,,,,,,,,,,,,,
1329,126,GRANITE,WASATCH WALDORF CHARTER SCHOOL,5K,300,Charter School,Regular Education,K,8,1458 EAST MURRAY-HOLLADAY ROAD,HOLLADAY,84117,8018713950,www.wasatchwaldorf.org,,,,,,
1329,225,GRANITE,ST VINCENT DE PAUL ELEM,FC,911,Private School,Regular Education,PK,8,1385 E SPRING LN,SALT LAKE CITY,84117,8012776702,,,,,,,
1330,,,,,,,,,,,,,,,,,,,,
1331,232,GRANITE,BONNEVILLE JR HIGH,12,402,,Regular Education,7,8,5330 S 1660 E,SALT LAKE CITY,84117,3856465124,http://www.graniteschools.org/jr/bonneville/,,,,,,
1331,697,GRANITE,SPRING LANE SCHOOL,12,192,,Regular Education,K,6,5315 S 1700 E,SALT LAKE CITY,84117,3856464906,http://www.graniteschools.org/el/springlane/,,,,,,
1332,,,,,,,,,,,,,,,,,,,,
1333,712,GRANITE,SAINT SOPHIA SCHOOL,JQ,906,Private School,Regular Education,PK,6,5335 S HIGHLAND DR,SALT LAKE CITY,84117,8014241297,,,,,,,
1334,206,GRANITE,COTTONWOOD SCHOOL,12,112,,Regular Education,K,6,5205 HOLLADAY BLVD,SALT LAKE CITY,84117,3856464798,http://www.graniteschools.org/el/cottonwood/,,,,,,
1335,161,GRANITE,OAKWOOD SCHOOL,12,172,,Regular Education,K,6,5815 S HIGHLAND DR,SALT LAKE CITY,84121,3856464942,http://oakwoodowls.weebly.com/,,,,,,
1336,,,,,,,,,,,,,,,,,,,,
1337,,,,,,,,,,,,,,,,,,,,
1338,,,,,,,,,,,,,,,,,,,,
1339,,,,,,,,,,,,,,,,,,,,
1340,,,,,,,,,,,,,,,,,,,,
1341,,,,,,,,,,,,,,,,,,,,
1342,,,,,,,,,,,,,,,,,,,,
1343,,,,,,,,,,,,,,,,,,,,
1344,,,,,,,,,,,,,,,,,,,,
1345,,,,,,,,,,,,,,,,,,,,
1346,,,,,,,,,,,,,,,,,,,,
1347,,,,,,,,,,,,,,,,,,,,
1348,,,,,,,,,,,,,,,,,,,,
1349,,,,,,,,,,,,,,,,,,,,
1350,,,,,,,,,,,,,,,,,,,,
1351,,,,,,,,,,,,,,,,,,,,
1352,,,,,,,,,,,,,,,,,,,,
1353,,,,,,,,,,,,,,,,,,,,
1354,,,,,,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,,,
1356,,,,,,,,,,,,,,,,,,,,
1357,785,JORDAN,SUNSET RIDGE MIDDLE,14,416,,Regular Education,7,9,6881 W 8200 S,WEST JORDAN,84081,8014122475,http://srms.info/,,,,,,
1357,1213,JORDAN,OAKCREST SCHOOL,14,114,,Regular Education,K,6,8462 S HILLTOP OAK DR,WEST JORDAN,84088,8012807243,http://schools.jordandistrict.org/oakcrest/,,,,,,
1358,837,JORDAN,FOX HOLLOW SCHOOL,14,121,,Regular Education,K,6,6020 W 8200 S,WEST JORDAN,84081,8012821818,www.schools.jordandistrict.org/foxhollow/,,,,,,
1359,,,,,,,,,,,,,,,,,,,,
1360,,,,,,,,,,,,,,,,,,,,
1361,,,,,,,,,,,,,,,,,,,,
1362,,,,,,,,,,,,,,,,,,,,
1363,,,,,,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,,,,,
1367,,,,,,,,,,,,,,,,,,,,
1368,,,,,,,,,,,,,,,,,,,,
1369,,,,,,,,,,,,,,,,,,,,
1370,,,,,,,,,,,,,,,,,,,,
1371,,,,,,,,,,,,,,,,,,,,
1372,,,,,,,,,,,,,,,,,,,,
1373,,,,,,,,,,,,,,,,,,,,
1374,32,JORDAN,COPPER HILLS YOUTH CENTER,KE,672,Private School,Residential Treatment,7,12,5899 W RIVENDELL DR,WEST JORDAN,84088,8015613377,,,,,,,
1375,,,,,,,,,,,,,,,,,,,,
1376,,,,,,,,,,,,,,,,,,,,
1377,,,,,,,,,,,,,,,,,,,,
1378,,,,,,,,,,,,,,,,,,,,
1379,,,,,,,,,,,,,,,,,,,,
1380,,,,,,,,,,,,,,,,,,,,
1381,,,,,,,,,,,,,,,,,,,,
1382,,,,,,,,,,,,,,,,,,,,
1383,,,,,,,,,,,,,,,,,,,,
1384,,,,,,,,,,,,,,,,,,,,
1385,,,,,,,,,,,,,,,,,,,,
1386,,,,,,,,,,,,,,,,,,,,
1387,,,,,,,,,,,,,,,,,,,,
1388,,,,,,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,,,,,
1390,,,,,,,,,,,,,,,,,,,,
1391,,,,,,,,,,,,,,,,,,,,
1392,,,,,,,,,,,,,,,,,,,,
1393,,,,,,,,,,,,,,,,,,,,
1394,,,,,,,,,,,,,,,,,,,,
1395,,,,,,,,,,,,,,,,,,,,
1396,,,,,,,,,,,,,,,,,,,,
1397,16,JORDAN,ATHLOS ACADEMY OF UTAH,1L,300,Charter School,Regular Education,K,8,12309 SOUTH MUSTANG TRAIL WAY,HERRIMAN,84096,8662083332,www.athlosutah.org,,,,,,
1397,784,JORDAN,HERRIMAN HIGH,14,707,,Regular Education,10,12,11917 S 6000 W,HERRIMAN,84096,8015678530,http://www.herrimanhigh.org/,,,,,,
1397,1105,JORDAN,COPPER MOUNTAIN MIDDLE,14,419,,Regular Education,7,9,12106 ANTHEM PARK BLVD,HERRIMAN,84096,8014121200,,,,,,,
1398,,,,,,,,,,,,,,,,,,,,
1399,,,,,,,,,,,,,,,,,,,,
1400,,,,,,,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,,,,,
1402,,,,,,,,,,,,,,,,,,,,
1403,,,,,,,,,,,,,,,,,,,,
1404,636,JORDAN,BUTTERFIELD CANYON SCHOOL,14,177,,Regular Education,K,6,6860 W MARY LEIZAN LN,HERRIMAN,84096,8012540737,http://butterfieldcanyon.blogspot.com/,,,,,,
1405,,,,,,,,,,,,,,,,,,,,
1406,,,,,,,,,,,,,,,,,,,,
1407,,,,,,,,,,,,,,,,,,,,
1408,826,JORDAN,SILVER CREST SCHOOL,14,117,,Regular Education,K,6,12937 S ELEMENTARY DR,HERRIMAN,84096,8012531034,http://silvercrestelem.wikispaces.com/Silver+Crest+Elementary,,,,,,
1409,553,JORDAN,HERRIMAN SCHOOL,14,136,,Regular Education,K,6,13170 S 6000 W,HERRIMAN,84096,8014463215,http://schools.jordandistrict.org/herriman/,,,,,,
1410,,,,,,,,,,,,,,,,,,,,
1411,,,,,,,,,,,,,,,,,,,,
1412,1211,JORDAN,FORT HERRIMAN MIDDLE,14,417,,Regular Education,7,9,14050 S MIRABELLA DR,HERRIMAN,84065,8014122450,http://www.fhms.jordan.k12.ut.us/rattlers/,,,,,,
1413,601,JORDAN,FOOTHILLS SCHOOL,14,176,,Regular Education,K,6,13717 S SHAGGY PEAK,RIVERTON,84096,8013028599,http://schools.jordandistrict.org/foothills/,,,,,,
1414,,,,,,,,,,,,,,,,,,,,
1415,1103,JORDAN,BLACKRIDGE SCHOOL,14,127,,Regular Education,K,6,14131 S ROSECREST RD,HERRIMAN,84096,8012540326,blackridge.jordandistrict.org,,,,,,
1416,813,JORDAN,PROVIDENCE HALL,9E,100,Charter School,Regular Education,K,12,4795  W PATRIOT RIDGE DR,HERRIMAN,84096,8017278260,http://www.providencehall.com,,,,,,
1417,,,,,,,,,,,,,,,,,,,,
1418,,,,,,,,,,,,,,,,,,,,
1419,,,,,,,,,,,,,,,,,,,,
1420,820,GRANITE,DIAMOND RIDGE SCHOOL,12,118,,Regular Education,K,6,6034 W MILL VALLEY LN,SALT LAKE CITY,84118,3856464858,http://www.graniteschools.org/el/diamondridge/,,,,,,
1421,,,,,,,,,,,,,,,,,,,,
1422,193,GRANITE,JIM BRIDGER SCHOOL,12,105,,Regular Education,PK,6,5368 W CYCLAMEN WAY,WEST JORDAN,84084,3856464780,http://www.graniteschools.org/el/bridger/,,,,,,
1423,,,,,,,,,,,,,,,,,,,,
1424,728,JORDAN,FALCON RIDGE SCHOOL,14,128,,Regular Education,K,6,6111 W 7000 S,WEST JORDAN,84081,8012822437,http://schools.jordandistrict.org/falconridge/,,,,,,
1425,,,,,,,,,,,,,,,,,,,,
1426,1212,JORDAN,MOUNTAIN SHADOWS SCHOOL,14,145,,Regular Education,K,6,5255 W 7000 S,WEST JORDAN,84084,8019630291,http://schools.jordandistrict.org/shadows/,,,,,,
1427,,,,,,,,,,,,,,,,,,,,
1428,,,,,,,,,,,,,,,,,,,,
1429,581,JORDAN,NAVIGATOR POINTE ACADEMY,9B,100,Charter School,Regular Education,K,9,6844 S NAVIGATOR RD,WEST JORDAN,84084,8018401210,http://www.npacademy.org,,,,,,
1430,,,,,,,,,,,,,,,,,,,,
1431,,,,,,,,,,,,,,,,,,,,
1432,,,,,,,,,,,,,,,,,,,,
1433,175,GRANITE,WESTBROOK SCHOOL,12,205,,Regular Education,PK,6,3451 W 6200 S,TAYLORSVILLE,84118,3856465085,http://www.graniteschools.org/el/westbrook/,,,,,,
1434,762,JORDAN,CHILDREN'S CHRISTIAN SCHOOL,MT,901,Private School,Special Education,K,8,3138 W 7000 S,WEST JORDAN,84084,8019715085,,,,,,,
1435,,,,,,,,,,,,,,,,,,,,
1436,252,JORDAN,OQUIRRH SCHOOL,14,147,,Regular Education,K,6,7165 S 3285 W,WEST JORDAN,84084,8015657474,http://schools.jordandistrict.org/oquirrh/,,,,,,
1437,944,JORDAN,WESTLAND SCHOOL,14,170,,Regular Education,K,6,2925 W 7180 S,WEST JORDAN,84084,8015657508,http://schools.jordandistrict.org/westland/,,,,,,
1438,939,JORDAN,WEST JORDAN SCHOOL,14,168,,Regular Education,K,6,7220 S 2370 W,WEST JORDAN,84084,8015657506,http://schools.jordandistrict.org/wjes/,,,,,,
1439,,,,,,,,,,,,,,,,,,,,
1440,311,JORDAN,WEST JORDAN MIDDLE,14,412,,Regular Education,7,9,7550 S 1700 W,WEST JORDAN,84084,8014122100,http://m.wjms.jordan.k12.ut.us/,,,,,,
1440,245,JORDAN,MAJESTIC SCHOOL,14,138,,Regular Education,K,6,7430 S 1700 W,WEST JORDAN,84084,8015657458,http://web.jordan.k12.ut.us/majestic/,,,,,,
1441,,,,,,,,,,,,,,,,,,,,
1442,,,,,,,,,,,,,,,,,,,,
1443,,,,,,,,,,,,,,,,,,,,
1444,238,JORDAN,HEARTLAND SCHOOL,14,132,,Regular Education,K,6,1451 W 7000 S,WEST JORDAN,84084,8015657533,http://schools.jordandistrict.org/heartland/Heartland/Home.html,,,,,,
1445,,,,,,,,,,,,,,,,,,,,
1446,,,,,,,,,,,,,,,,,,,,
1447,,,,,,,,,,,,,,,,,,,,
1448,,,,,,,,,,,,,,,,,,,,
1449,,,,,,,,,,,,,,,,,,,,
1450,,,,,,,,,,,,,,,,,,,,
1451,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,
1453,,,,,,,,,,,,,,,,,,,,
1454,,,,,,,,,,,,,,,,,,,,
1455,1193,JORDAN,ASCENT ACADEMIES OF UTAH WEST JORDAN,2J,310,Charter School,Regular Education,K,9,5662 W 8200 S,WEST JORDAN,84081,3852750909,www.AscentUtah.org,,,,,,
1456,316,JORDAN,WEST HILLS MIDDLE,14,414,,Regular Education,7,9,8270 SO 5290 W,WEST JORDAN,84081,8014122300,http://www.whms.jordan.k12.ut.us/,,,,,,
1456,687,JORDAN,HAYDEN PEAK SCHOOL,14,131,,Regular Education,K,6,5120 W HAYDEN PEAK DR,WEST JORDAN,84081,8012800722,http://schools.jordandistrict.org/hpeak/Site/Home.html,,,,,,
1457,255,JORDAN,COPPER HILLS HIGH,14,703,,Regular Education,10,12,5445 W 7800 S,WEST JORDAN,84081,8012565300,http://www.chills.jordan.k12.ut.us/,,,,,,
1457,242,JORDAN,JORDAN HILLS SCHOOL,14,134,,Regular Education,K,6,8892 S 4800 W,WEST JORDAN,84088,8012800238,http://schools.jordandistrict.org/jhills/,,,,,,
1457,615,JORDAN,COPPER CANYON SCHOOL,14,175,,Regular Education,K,6,8917 S COPPERWOOD DR,WEST JORDAN,84081,8012600222,http://schools.jordandistrict.org/coppercanyon/,,,,,,
1458,,,,,,,,,,,,,,,,,,,,
1459,,,,,,,,,,,,,,,,,,,,
1460,,,,,,,,,,,,,,,,,,,,
1461,,,,,,,,,,,,,,,,,,,,
1462,,,,,,,,,,,,,,,,,,,,
1463,279,JORDAN,COLUMBIA SCHOOL,14,111,,Regular Education,K,6,3505 W 7800 S,WEST JORDAN,84088,8012803279,http://schools.jordandistrict.org/columbia/,,,,,,
1463,250,JORDAN,TERRA LINDA SCHOOL,14,162,,Regular Education,K,6,8400 S 3400 W,WEST JORDAN,84088,8012828036,http://schools.jordandistrict.org/terralinda/,,,,,,
1464,64,JORDAN,LEARNING TREE SOUTHWEST,TS,903,Private School,Regular Education,PK,,2857 W 7800 S,WEST JORDAN,84088,3853519401,WWW.LEARNINGTREEUTAH.COM,,,,,,
1464,291,JORDAN,WEST JORDAN HIGH,14,718,,Regular Education,10,12,8136 S 2700 W,WEST JORDAN,84088,8012565600,http://schools.jordandistrict.org/westjordanhigh/,,,,,,
1464,275,JORDAN,JOEL P JENSEN MIDDLE,14,406,,Regular Education,7,9,8105 S 3200 W,WEST JORDAN,84088,8014122850,http://schools.jordandistrict.org/joelpjensen/,,,,,,
1465,,,,,,,,,,,,,,,,,,,,
1466,623,JORDAN,ITINERIS EARLY COLLEGE HIGH,A5,700,Charter School,Regular Education,10,12,8714 ROY DEL CIRCLE,WEST JORDAN,84088,3858002140,http://www.iechs.org,,,,,,
1467,,,,,,,,,,,,,,,,,,,,
1468,,,,,,,,,,,,,,,,,,,,
1469,,,,,,,,,,,,,,,,,,,,
1470,940,JORDAN,WESTVALE SCHOOL,14,169,,Regular Education,K,6,2300 W 8660 S,WEST JORDAN,84088,8015657510,http://schools.jordandistrict.org/wvale/,,,,,,
1471,297,JORDAN,SOUTH VALLEY SCHOOL,14,802,,Special Education,9,12,8400 S 1700 W,WEST JORDAN,84088,8015657592,http://web.jordan.k12.ut.us/svs/,,,,,,
1472,,,,,,,,,,,,,,,,,,,,
1473,,,,,,,,,,,,,,,,,,,,
1474,,,,,,,,,,,,,,,,,,,,
1475,,,,,,,,,,,,,,,,,,,,
1476,,,,,,,,,,,,,,,,,,,,
1477,,,,,,,,,,,,,,,,,,,,
1478,301,JORDAN,RIVERSIDE SCHOOL,14,153,,Regular Education,K,6,8737 S 1220 W,WEST JORDAN,84088,8015657484,http://schools.jordandistrict.org/riverside/default.htm,,,,,,
1479,,,,,,,,,,,,,,,,,,,,
1480,,,,,,,,,,,,,,,,,,,,
1481,,,,,,,,,,,,,,,,,,,,
1482,1257,JORDAN,WEST RIDGE ACADEMY,KT,673,Private School,Residential Treatment,7,12,5500 W BAGLEY PARK RD,WEST JORDAN,84088,8012802697,,,,,,,
1483,,,,,,,,,,,,,,,,,,,,
1484,,,,,,,,,,,,,,,,,,,,
1485,,,,,,,,,,,,,,,,,,,,
1486,,,,,,,,,,,,,,,,,,,,
1487,,,,,,,,,,,,,,,,,,,,
1488,,,,,,,,,,,,,,,,,,,,
1489,1215,JORDAN,WELBY SCHOOL,14,167,,Regular Education,K,6,4130 W 9580 S,SOUTH JORDAN,84009,8012801456,http://schools.jordandistrict.org/welby/Welby/Main_Page.html,,,,,,
1490,,,,,,,,,,,,,,,,,,,,
1491,,,,,,,,,,,,,,,,,,,,
1492,1210,JORDAN,ELK RIDGE MIDDLE,14,413,,Regular Education,7,9,3659 W 9800 S,SOUTH JORDAN,84009,8014122800,http://schools.jordandistrict.org/elkridge/,,,,,,
1493,60,JORDAN,"SOUTHPOINTE ADULT HIGH
",14,660,,Adult High,9,12,9301 S WIGHTS FORT RD,WEST JORDAN,84088,"8012565952
",http://jatc-wj.org/,,,,,,
1493,1271,JORDAN,SALT LAKE COMMUNITY COLLEGE JORDAN CAMPUS,1 12 14 21 36 40,49,Regional Campus,Higher Education,9,12,3491 W WIGHTS FORT RD,WEST JORDAN,84088,,http://www.slcc.edu/,6168,0,6168,1,0,wfrc
1493,1186,JORDAN,JORDAN ACADEMY FOR TECHNOLOGY AND CAREERS - NORTH,14,741,,Vocational,9,12,9301 S 3400 W,WEST JORDAN,84088,8012565900,http://jatc-wj.org/,,,,,,
1494,,,,,,,,,,,,,,,,,,,,
1495,,,,,,,,,,,,,,,,,,,,
1496,229,JORDAN,ELK MEADOWS SCHOOL,14,126,,Regular Education,K,6,3448 W 9800 S,SOUTH JORDAN,84095,8014463200,http://schools.jordandistrict.org/elkmeadows/,,,,,,
1497,,,,,,,,,,,,,,,,,,,,
1498,,,,,,,,,,,,,,,,,,,,
1499,,,,,,,,,,,,,,,,,,,,
1500,55,JORDAN,HAWTHORN ACADEMY WEST JORDAN,8F,100,Charter School,Regular Education,K,9,9062 S 2200 W,WEST JORDAN,84088,8012829066,http://www.hawthornacademy.org,,,,,,
1501,547,JORDAN,PINE RIDGE ACADEMY,KV,654,Private School,Residential Treatment,7,12,PO BOX 909,DRAPER,84020,8015621717,,,,,,,
1502,239,JORDAN,JORDAN RIDGE SCHOOL,14,133,,Regular Education,K,6,2636 W 9800 S,SOUTH JORDAN,84095,8012548025,http://schools.jordandistrict.org/jridge/,,,,,,
1503,,,,,,,,,,,,,,,,,,,,
1504,,,,,,,,,,,,,,,,,,,,
1505,950,JORDAN,SOUTH JORDAN MIDDLE,14,411,,Regular Education,7,9,10245 S 2700 W,SOUTH JORDAN,84095,8014122900,http://www.sjms.jordan.k12.ut.us/,,,,,,
1506,259,JORDAN,BINGHAM HIGH,14,704,,Regular Education,10,12,2160 W 10400 S,SOUTH JORDAN,84095,8012565100,http://www.binghamminers.org/,,,,,,
1507,,,,,,,,,,,,,,,,,,,,
1508,,,,,,,,,,,,,,,,,,,,
1509,1110,JORDAN,MOUNTAIN HEIGHTS ACADEMY,9F,600,Online Charter School,Regular Education,7,12,9067 S 1300 W SUITE 204,WEST JORDAN,84088,8017216329,http://www.mountainheightsacademy.org/,,,,,,
1510,,,,,,,,,,,,,,,,,,,,
1511,,,,,,,,,,,,,,,,,,,,
1512,,,,,,,,,,,,,,,,,,,,
1513,,,,,,,,,,,,,,,,,,,,
1514,,,,,,,,,,,,,,,,,,,,
1515,,,,,,,,,,,,,,,,,,,,
1516,1270,CANYONS,SALT LAKE COMMUNITY COLLEGE MILLER CAMPUS,1 12 14 21 36 40,49,Regional Campus,Higher Education,9,12,9750 S 300 W,SANDY,84070,3859574111,http://www.slcc.edu/,2342,0,2342,1,0,wfrc
1517,,,,,,,,,,,,,,,,,,,,
1518,,,,,,,,,,,,,,,,,,,,
1519,,,,,,,,,,,,,,,,,,,,
1520,,,,,,,,,,,,,,,,,,,,
1521,,,,,,,,,,,,,,,,,,,,
1522,,,,,,,,,,,,,,,,,,,,
1523,,,,,,,,,,,,,,,,,,,,
1524,,,,,,,,,,,,,,,,,,,,
1525,6,JORDAN,AMERICAN ACADEMY OF INNOVATION,8K,700,Charter School,Regular Education,6,12,5410 W SOUTH JORDAN PARKWAY,SOUTH JORDAN,84009,8018104786,www.aaiutah.org,,,,,,
1526,,,,,,,,,,,,,,,,,,,,
1527,,,,,,,,,,,,,,,,,,,,
1528,,,,,,,,,,,,,,,,,,,,
1529,,,,,,,,,,,,,,,,,,,,
1530,,,,,,,,,,,,,,,,,,,,
1531,,,,,,,,,,,,,,,,,,,,
1532,,,,,,,,,,,,,,,,,,,,
1533,,,,,,,,,,,,,,,,,,,,
1534,,,,,,,,,,,,,,,,,,,,
1535,1209,JORDAN,EASTLAKE SCHOOL,14,118,,Regular Education,K,6,4389 W ISLA DAYBREAK ROAD,SOUTH JORDAN,84009,8014460778,http://schools.jordandistrict.org/eastlake/,,,,,,
1536,,,,,,,,,,,,,,,,,,,,
1537,,,,,,,,,,,,,,,,,,,,
1538,,,,,,,,,,,,,,,,,,,,
1539,1201,JORDAN,EARLY LIGHT ACADEMY AT DAYBREAK,6F,300,Charter School,Regular Education,K,9,11709 VADANIA DR,SOUTH JORDAN,84009,8013025988,http://www.earlylightacademy.org,,,,,,
1540,,,,,,,,,,,,,,,,,,,,
1541,1208,JORDAN,DAYBREAK SCHOOL,14,115,,Regular Education,K,6,4544 W HARVEST MOON DR,SOUTH JORDAN,84009,8013020553,http://schools.jordandistrict.org/daybreak/,,,,,,
1542,,,,,,,,,,,,,,,,,,,,
1543,1133,JORDAN,MOUNTAIN WEST MONTESSORI ACADEMY,5J,300,Charter School,Regular Education,K,9,4125 W FOXVIEW DR,SOUTH JORDAN,84095,8015666962,www.MWMAcademy.org,,,,,,
1544,,,,,,,,,,,,,,,,,,,,
1545,,,,,,,,,,,,,,,,,,,,
1546,,,,,,,,,,,,,,,,,,,,
1547,,,,,,,,,,,,,,,,,,,,
1548,654,JORDAN,PARADIGM HIGH SCHOOL,9C,700,Charter School,Regular Education,7,12,11577 S 3600 W,SOUTH JORDAN,84095,8016761018,http://www.paradigmhigh.com,,,,,,
1549,,,,,,,,,,,,,,,,,,,,
1550,249,JORDAN,MONTE VISTA SCHOOL,14,146,,Regular Education,K,6,11121 S 2700 W,SOUTH JORDAN,84095,8012548040,http://schools.jordandistrict.org/mvista/,,,,,,
1551,,,,,,,,,,,,,,,,,,,,
1552,644,JORDAN,AMERICAN HERITAGE AT SOUTH JORDAN,MN,950,Private School,Special Education,K,12,11100 S REDWOOD RD,SOUTH JORDAN,84095,8012543882,,,,,,,
1553,692,JORDAN,STILLWATER ACADEMY,KR,601,Private School,Residential Treatment,7,12,11175 S REDWOOD RD,SOUTH JORDAN,84095,8014849911,,,,,,,
1554,247,JORDAN,SOUTH JORDAN SCHOOL,14,160,,Regular Education,K,6,11205 S BLACK CHERRY WAY,SOUTH JORDAN,84095,8012548000,http://schools.jordandistrict.org/sjes/,,,,,,
1555,,,,,,,,,,,,,,,,,,,,
1556,54,JORDAN,HAWTHORN ACADEMY SOUTH JORDAN,8F,110,Charter School,Regular Education,K,6,11400 SOUTH 1400 WEST,SOUTH JORDAN,84095,8012603040,www.hawthornacademy.org,,,,,,
